datetime,high,low,close
2023/4/7,7202,7112,7134
2023/4/10,7172,7122,7130
2023/4/11,7132,7048,7082
2023/4/12,7110,7024,7094
2023/4/13,7188,7090,7148
2023/4/14,7186,7116,7158
2023/4/17,7104,7004,7024
2023/4/18,7028,6910,6942
2023/4/19,7138,6968,7112
2023/4/20,7218,7108,7174
2023/4/21,7184,7116,7128
2023/4/24,7096,6902,6922
2023/4/25,6946,6868,6896
2023/4/26,6966,6864,6880
2023/4/27,6940,6872,6878
2023/4/28,7098,6852,7098
2023/5/4,7182,7112,7170
2023/5/5,7180,7054,7134
2023/5/8,7026,6900,7010
2023/5/9,7080,6944,7016
2023/5/10,7042,6968,6982
2023/5/11,6992,6906,6928
2023/5/12,6954,6860,6910
2023/5/15,6938,6864,6900
2023/5/16,6980,6904,6942
2023/5/17,6958,6830,6840
2023/5/18,6906,6842,6888
2023/5/19,6960,6874,6944
2023/5/22,6912,6850,6860
2023/5/23,6792,6700,6724
2023/5/24,6778,6682,6698
2023/5/25,6718,6648,6674
2023/5/26,6706,6638,6666
2023/5/29,6696,6566,6630
2023/5/30,6730,6642,6690
2023/5/31,6690,6618,6622
2023/6/1,6642,6544,6554
2023/6/2,6612,6558,6578
2023/6/5,6660,6532,6628
2023/6/6,6704,6612,6632
2023/6/7,6680,6568,6646
2023/6/8,6650,6514,6526
2023/6/9,6586,6494,6508
2023/6/12,6640,6538,6568
2023/6/13,6600,6506,6516
2023/6/14,6568,6478,6542
2023/6/15,6626,6528,6548
2023/6/16,6588,6532,6560
2023/6/19,6660,6580,6642
2023/6/20,6744,6652,6652
2023/6/21,6694,6574,6598
2023/6/26,6678,6580,6652
2023/6/27,6638,6538,6570
2023/6/28,6654,6576,6638
2023/6/29,6670,6610,6640
2023/6/30,6666,6612,6650
2023/7/3,6696,6558,6584
2023/7/4,6522,6440,6482
2023/7/5,6532,6444,6506
2023/7/6,6500,6418,6444
2023/7/7,6462,6422,6444
2023/7/10,6614,6430,6530
2023/7/11,6554,6476,6486
2023/7/12,6626,6490,6592
2023/7/13,6644,6582,6620
2023/7/14,6680,6570,6616
2023/7/17,6678,6632,6670
2023/7/18,6642,6490,6508
2023/7/19,6618,6536,6586
2023/7/20,6716,6590,6678
2023/7/21,6730,6666,6702
2023/7/24,6726,6650,6696
2023/7/25,6736,6672,6682
2023/7/26,6760,6690,6712
2023/7/27,6786,6736,6780
2023/7/28,6820,6746,6756
2023/7/31,6786,6694,6744
2023/8/1,6774,6718,6758
2023/8/2,6808,6752,6776
2023/8/3,7016,6760,6904
2023/8/4,6872,6768,6782
2023/8/7,6888,6802,6832
2023/8/8,6872,6760,6830
2023/8/9,6886,6808,6830
2023/8/10,6928,6814,6912
2023/8/11,6920,6870,6886
2023/8/14,6922,6870,6916
2023/8/15,6922,6722,6778
2023/8/16,6842,6776,6818
2023/8/17,6828,6760,6782
2023/8/18,6764,6688,6720
2023/8/21,6840,6744,6768
2023/8/22,6786,6658,6762
2023/8/23,6802,6744,6790
2023/8/24,6850,6766,6812
2023/8/25,6850,6808,6816
2023/8/28,6834,6792,6822
2023/8/29,6870,6748,6770
2023/8/30,6786,6718,6730
2023/8/31,6800,6740,6796
2023/9/1,6948,6836,6948
2023/9/4,7006,6930,6986
2023/9/5,7066,6992,7000
2023/9/6,7034,6970,6990
2023/9/7,7038,6984,7018
2023/9/8,7172,7004,7120
2023/9/11,7212,7050,7066
2023/9/12,7248,7132,7154
2023/9/13,7216,7136,7210
2023/9/14,7198,7016,7058
2023/9/15,7088,6996,7068
2023/9/18,7176,7100,7174
2023/9/19,7194,7116,7154
2023/9/20,7260,7076,7152
2023/9/21,7188,7090,7126
2023/9/22,7114,6978,7000
2023/9/25,7118,6936,7072
2023/9/26,7130,6968,6992
2023/9/27,7140,6960,7074
2023/9/28,7096,7000,7016
2023/10/9,7068,6942,6956
2023/10/10,6976,6844,6848
2023/10/11,6906,6784,6788
2023/10/12,6826,6736,6744
2023/10/13,6784,6678,6712
2023/10/16,6712,6646,6658
2023/10/17,6718,6642,6708
2023/10/18,6752,6668,6676
2023/10/19,6710,6656,6660
2023/10/20,6684,6616,6642
2023/10/23,6670,6590,6596
2023/10/24,6634,6572,6614
2023/10/25,6650,6586,6622
2023/10/26,6744,6668,6730
2023/10/27,6714,6658,6704
2023/10/30,6816,6698,6794
2023/10/31,6730,6668,6714
2023/11/1,6670,6554,6636
2023/11/2,6690,6616,6676
2023/11/3,6652,6574,6650
2023/11/6,6756,6664,6740
2023/11/7,6746,6634,6706
2023/11/8,6798,6690,6758
2023/11/9,6802,6684,6790
2023/11/10,6806,6724,6754
2023/11/13,6812,6734,6770
2023/11/14,6804,6626,6754
2023/11/15,6750,6696,6722
2023/11/16,6888,6776,6800
2023/11/17,6820,6758,6818
2023/11/20,6784,6658,6678
2023/11/21,6714,6594,6600
2023/11/22,6640,6534,6538
2023/11/23,6582,6492,6520
2023/11/24,6552,6498,6534
2023/11/27,6542,6480,6510
2023/11/28,6536,6470,6480
2023/11/29,6516,6466,6482
2023/11/30,6486,6414,6430
2023/12/1,6438,6394,6416
2023/12/4,6432,6354,6374
2023/12/5,6476,6362,6410
2023/12/6,6422,6270,6286
2023/12/7,6348,6306,6314
2023/12/8,6346,6298,6328
2023/12/11,6492,6352,6478
2023/12/12,6504,6432,6470
2023/12/13,6528,6438,6508
2023/12/14,6480,6378,6404
2023/12/15,6454,6406,6422
2023/12/18,6500,6434,6496
2023/12/19,6542,6454,6478
2023/12/20,6500,6412,6430
2023/12/21,6508,6436,6472
2023/12/22,6546,6468,6530
2023/12/25,6578,6502,6560
2023/12/26,6572,6528,6546
2023/12/27,6580,6426,6464
2023/12/28,6580,6462,6554
2023/12/29,6528,6432,6468
2024/1/2,6490,6388,6390
2024/1/3,6418,6360,6378
2024/1/4,6488,6396,6458
2024/1/5,6494,6408,6418
2024/1/8,6434,6382,6402
2024/1/9,6400,6338,6352
2024/1/10,6358,6320,6336
2024/1/11,6342,6308,6340
2024/1/12,6368,6328,6358
2024/1/15,6384,6336,6358
2024/1/16,6394,6350,6352
2024/1/17,6366,6338,6356
2024/1/18,6418,6342,6354
2024/1/19,6402,6356,6398
2024/1/22,6442,6384,6426
2024/1/23,6416,6348,6374
2024/1/24,6388,6320,6338
2024/1/25,6368,6326,6350
2024/1/26,6406,6352,6390
2024/1/29,6458,6354,6444
2024/1/30,6478,6422,6476
2024/1/31,6470,6416,6422
2024/2/1,6466,6360,6362
2024/2/2,6384,6290,6300
2024/2/5,6324,6262,6272
2024/2/6,6290,6252,6264
2024/2/7,6274,6244,6252
2024/2/8,6288,6248,6256
2024/2/19,6332,6240,6324
2024/2/20,6330,6274,6296
2024/2/21,6360,6300,6308
2024/2/22,6360,6276,6322
2024/2/23,6356,6320,6352
2024/2/26,6376,6346,6362
2024/2/27,6360,6310,6346
2024/2/28,6358,6316,6350
2024/2/29,6386,6334,6360
2024/3/1,6400,6350,6368
2024/3/4,6376,6346,6356
2024/3/5,6368,6276,6298
2024/3/6,6322,6292,6298
2024/3/7,6320,6278,6292
2024/3/8,6320,6286,6286
2024/3/11,6284,6266,6280
2024/3/12,6266,6210,6222
2024/3/13,6250,6212,6230
2024/3/14,6240,6192,6218
2024/3/15,6228,6172,6178
2024/3/18,6182,6116,6124
2024/3/19,6150,6104,6148
2024/3/20,6192,6136,6172
2024/3/21,6188,6150,6160
2024/3/22,6186,6142,6176
2024/3/25,6240,6176,6190
2024/3/26,6220,6172,6198
2024/3/27,6206,6110,6112
2024/3/28,6148,6100,6106
2024/3/29,6128,6054,6120
2024/4/1,6120,6068,6096
2024/4/2,6102,6032,6098
2024/4/3,6128,6090,6118
2024/4/8,6150,6100,6142
2024/4/9,6204,6120,6204
2024/4/10,6266,6190,6252
2024/4/11,6252,6202,6232
2024/4/12,6338,6288,6320
2024/4/15,6368,6258,6368
2024/4/16,6376,6318,6368
2024/4/17,6410,6362,6374
2024/4/18,6440,6370,6432
2024/4/19,6532,6432,6528
2024/4/22,6546,6488,6536
2024/4/23,6748,6524,6736
2024/4/24,6778,6680,6714
2024/4/25,7204,6720,7066
2024/4/26,7298,7094,7248
2024/4/29,7438,7208,7380
2024/4/30,7928,7576,7818
2024/5/6,7938,7706,7846
2024/5/7,8020,7776,7934
2024/5/8,8076,7962,8042
2024/5/9,8354,8060,8276
2024/5/10,8376,8256,8326
2024/5/13,8706,8360,8694
2024/5/14,9148,8716,9096
2024/5/15,9192,8420,8544
2024/5/16,8772,8150,8218
2024/5/17,8414,8110,8336
2024/5/20,8494,8210,8270
2024/5/21,8838,8350,8830
2024/5/22,9098,8486,8796
2024/5/23,8874,8666,8818
2024/5/24,8726,8438,8656
2024/5/27,9020,8692,8968
2024/5/28,9292,9032,9286
2024/5/29,9566,9160,9484
2024/5/30,9528,9248,9524
2024/5/31,9786,9452,9684
2024/6/3,9584,9178,9328
2024/6/4,9246,8628,8628
2024/6/5,8690,8220,8652
2024/6/6,8558,8304,8342
2024/6/7,8538,8260,8404
2024/6/11,8718,8416,8530
2024/6/12,8540,8340,8416
2024/6/13,8598,8422,8480
2024/6/14,8416,7650,7828
2024/6/17,7872,7562,7580
2024/6/18,7780,7550,7638
2024/6/19,8064,7652,7954
2024/6/20,8104,7870,7940
2024/6/21,8098,7862,7992
2024/6/24,8030,7816,7912
2024/6/25,7850,7660,7738
2024/6/26,7976,7742,7820
2024/6/27,7776,7542,7666
2024/6/28,7746,7424,7454
2024/7/1,7680,7432,7634
2024/7/2,7610,7440,7544
2024/7/3,7684,7512,7552
2024/7/4,7636,7432,7590
2024/7/5,7796,7588,7648
2024/7/8,7644,7502,7578
2024/7/9,7700,7412,7468
2024/7/10,7492,7210,7324
2024/7/11,7378,7066,7090
2024/7/12,7216,7102,7172
2024/7/15,7424,7302,7316
2024/7/16,7416,7214,7256
2024/7/17,7316,7232,7282
2024/7/18,7384,7038,7122
2024/7/19,7192,7072,7172
2024/7/22,7332,7052,7312
2024/7/23,7370,7232,7266
2024/7/24,7292,7126,7148
2024/7/25,7306,7122,7298
2024/7/26,7286,7088,7218
2024/7/29,7354,7120,7132
2024/7/30,7132,6940,6978
2024/7/31,6996,6690,6742
2024/8/1,6866,6768,6774
2024/8/2,6918,6720,6732
2024/8/5,6838,6670,6782
2024/8/6,6810,6686,6780
2024/8/7,6836,6604,6642
2024/8/8,6652,6560,6562
2024/8/9,6612,6404,6432
2024/8/12,6704,6422,6560
2024/8/13,6566,6414,6514
2024/8/14,6680,6506,6566
2024/8/15,6598,6442,6530
2024/8/16,6518,6346,6422
2024/8/19,6644,6306,6440
2024/8/20,6480,6332,6360
2024/8/21,6386,6284,6334
2024/8/22,6440,6362,6416
2024/8/23,6446,6290,6314
2024/8/26,6300,6232,6234
2024/8/27,6354,6242,6346
2024/8/28,6436,6322,6370
2024/8/29,6430,6328,6404
2024/8/30,6440,6332,6410
2024/9/2,6498,6406,6412
2024/9/3,6384,6262,6272
2024/9/4,6320,6246,6272
2024/9/5,6270,6160,6206
2024/9/6,6240,6154,6156
2024/9/9,6222,6128,6172
2024/9/10,6138,6036,6086
2024/9/11,6154,6026,6038
2024/9/12,6090,6004,6088
2024/9/13,6120,6006,6106
2024/9/18,6164,6006,6012
2024/9/19,6036,5926,5934
2024/9/20,6116,5886,6114
2024/9/23,6162,6016,6050
2024/9/24,6040,5956,5980
2024/9/25,6100,5966,6092
2024/9/26,6328,6140,6166
2024/9/27,6236,6144,6172
2024/9/30,6320,6228,6300
2024/10/8,6680,6494,6618
2024/10/9,6816,6310,6362
2024/10/10,6458,6312,6396
2024/10/11,6478,6362,6396
2024/10/14,6440,6356,6390
2024/10/15,6454,6338,6374
2024/10/16,6408,6340,6384
2024/10/17,6394,6268,6292
2024/10/18,6340,6108,6114
2024/10/21,6208,6110,6174
2024/10/22,6182,6112,6136
2024/10/23,6132,6066,6108
2024/10/24,6168,6098,6118
2024/10/25,6130,6086,6126
2024/10/28,6326,6130,6310
2024/10/29,6420,6276,6410
2024/10/30,6442,6312,6370
2024/10/31,6416,6316,6358
2024/11/1,6398,6320,6390
2024/11/4,6374,6218,6332
2024/11/5,6478,6252,6408
2024/11/6,6462,6374,6430
2024/11/7,6420,6326,6370
2024/11/8,6546,6360,6516
2024/11/11,6554,6358,6420
2024/11/12,6362,6226,6254
2024/11/13,6332,6250,6284
2024/11/14,6368,6280,6354
2024/11/15,6354,6252,6258
2024/11/18,6270,6170,6174
2024/11/19,6232,6166,6218
2024/11/20,6272,6178,6234
2024/11/21,6310,6236,6306
2024/11/22,6356,6276,6318
2024/11/25,6392,6294,6342
2024/11/26,6426,6312,6328
2024/11/27,6404,6332,6356
2024/11/28,6416,6320,6400
2024/11/29,6430,6362,6408
2024/12/2,6418,6356,6372
2024/12/3,6414,6326,6406
2024/12/4,6426,6282,6326
2024/12/5,6390,6276,6294
2024/12/6,6292,6230,6258
2024/12/9,6360,6248,6300
2024/12/10,6288,6190,6248
2024/12/11,6388,6252,6282
2024/12/12,6360,6308,6348
2024/12/13,6346,6294,6330
2024/12/16,6318,6234,6234
2024/12/17,6272,6220,6262
2024/12/18,6280,6220,6240
2024/12/19,6302,6198,6238
2024/12/20,6278,6226,6238
2024/12/23,6216,6158,6188
2024/12/24,6182,6154,6174
2024/12/25,6206,6134,6192
2024/12/26,6196,6158,6174
2024/12/27,6188,6108,6108
2024/12/30,6122,6084,6086
2024/12/31,6120,6068,6110
